timestamp,ear_left,ear_right,ear_avg,perclos,status
12:00:28.577,0.2898,0.2764,0.2831,0.0000,normal
12:00:28.601,0.2775,0.2764,0.2769,0.0000,normal
12:00:28.631,0.2823,0.2765,0.2794,0.0000,normal
12:00:28.666,0.2951,0.2765,0.2858,0.0000,normal
12:00:28.698,0.2951,0.2751,0.2851,0.0000,normal
12:00:28.729,0.2950,0.2652,0.2801,0.0000,normal
12:00:28.761,0.3084,0.2764,0.2924,0.0000,normal
12:00:28.797,0.3007,0.2812,0.2910,0.0000,normal
12:00:28.843,0.2882,0.2703,0.2793,0.0000,normal
12:00:28.875,0.2882,0.2835,0.2859,0.0000,normal
12:00:28.907,0.3002,0.2764,0.2883,0.0000,normal
12:00:28.947,0.3007,0.2725,0.2866,0.0000,normal
12:00:28.972,0.2895,0.2726,0.2810,0.0000,normal
12:00:29.004,0.2878,0.2703,0.2791,0.0000,normal
12:00:29.040,0.2758,0.2703,0.2731,0.0000,normal
12:00:29.068,0.2873,0.2667,0.2770,0.0000,normal
12:00:29.099,0.2929,0.2774,0.2852,0.0000,normal
12:00:29.133,0.3078,0.2666,0.2872,0.0000,normal
12:00:29.164,0.2754,0.2644,0.2699,0.0000,normal
12:00:29.211,0.3002,0.2505,0.2753,0.0000,normal
12:00:29.242,0.3159,0.2664,0.2912,0.0000,normal
12:00:29.275,0.3071,0.2792,0.2932,0.0000,normal
12:00:29.305,0.3078,0.2877,0.2978,0.0000,normal
12:00:29.340,0.3063,0.2816,0.2939,0.0000,normal
12:00:29.371,0.3142,0.2833,0.2987,0.0000,normal
12:00:29.400,0.3151,0.2768,0.2960,0.0000,normal
12:00:29.432,0.3071,0.2967,0.3019,0.0000,normal
12:00:29.467,0.3311,0.2836,0.3074,0.0000,normal
12:00:29.498,0.2995,0.2789,0.2892,0.0000,normal
12:00:29.530,0.3011,0.2733,0.2872,0.0000,normal
12:00:29.579,0.3026,0.2629,0.2828,0.0000,normal
12:00:29.609,0.3265,0.2626,0.2946,0.0000,normal
12:00:29.641,0.2995,0.2505,0.2750,0.0000,normal
12:00:29.674,0.2878,0.2714,0.2796,0.0000,normal
12:00:29.712,0.3011,0.2770,0.2890,0.0000,normal
12:00:29.742,0.2923,0.2586,0.2755,0.0000,normal
12:00:29.769,0.2918,0.2749,0.2834,0.0000,normal
12:00:29.805,0.3044,0.2642,0.2843,0.0000,normal
12:00:29.836,0.2918,0.2639,0.2779,0.0000,normal
12:00:29.867,0.2923,0.2807,0.2865,0.0000,normal
12:00:29.900,0.2953,0.2807,0.2880,0.0000,normal
12:00:29.930,0.2972,0.2810,0.2891,0.0000,normal
12:00:29.977,0.2847,0.2744,0.2796,0.0000,normal
12:00:30.012,0.2869,0.2639,0.2754,0.0000,normal
12:00:30.044,0.3090,0.2758,0.2924,0.0000,normal
12:00:30.075,0.3152,0.2807,0.2979,0.0000,normal
12:00:30.109,0.3090,0.2810,0.2950,0.0000,normal
12:00:30.140,0.2869,0.2701,0.2785,0.0000,normal
12:00:30.172,0.2740,0.2520,0.2630,0.0000,normal
12:00:30.204,0.2463,0.2029,0.2246,0.0200,normal
12:00:30.242,0.0977,0.0743,0.0860,0.0392,normal
12:00:30.268,0.0762,0.0540,0.0651,0.0577,normal
12:00:30.300,0.0774,0.0550,0.0662,0.0755,normal
12:00:30.350,0.0543,0.0500,0.0521,0.0926,normal
12:00:30.380,0.0543,0.0510,0.0527,0.1091,normal
12:00:30.409,0.0543,0.0372,0.0458,0.1250,normal
12:00:30.449,0.0600,0.0364,0.0482,0.1404,normal
12:00:30.476,0.0569,0.0204,0.0386,0.1552,drowsy
12:00:30.507,0.0460,0.0323,0.0392,0.1695,drowsy
12:00:30.536,0.0555,0.0365,0.0460,0.1833,drowsy
12:00:30.575,0.0543,0.0323,0.0433,0.1967,drowsy
12:00:30.602,0.0652,0.0372,0.0512,0.2097,drowsy
12:00:30.634,0.0652,0.0364,0.0508,0.2222,drowsy
12:00:30.666,0.0667,0.0299,0.0483,0.2344,drowsy
12:00:30.720,0.0652,0.0423,0.0538,0.2462,drowsy
12:00:30.744,0.0652,0.0456,0.0554,0.2576,drowsy
12:00:30.781,0.0761,0.0299,0.0530,0.2687,drowsy
12:00:30.809,0.0543,0.0423,0.0483,0.2794,drowsy
12:00:30.841,0.0549,0.0399,0.0474,0.2899,drowsy
12:00:30.878,0.0549,0.0432,0.0490,0.3000,drowsy
12:00:30.906,0.0574,0.0288,0.0431,0.3099,drowsy
12:00:30.936,0.0543,0.0299,0.0421,0.3194,drowsy
12:00:30.971,0.0543,0.0372,0.0458,0.3288,drowsy
12:00:31.002,0.0778,0.0348,0.0563,0.3378,drowsy
12:00:31.033,0.0573,0.0299,0.0436,0.3467,drowsy
12:00:31.090,0.0543,0.0299,0.0421,0.3553,drowsy
12:00:31.113,0.0549,0.0246,0.0398,0.3636,drowsy
12:00:31.151,0.0543,0.0200,0.0372,0.3718,drowsy
12:00:31.178,0.0543,0.0306,0.0425,0.3797,drowsy
12:00:31.211,0.0652,0.0306,0.0479,0.3875,drowsy
12:00:31.245,0.0652,0.0364,0.0508,0.3951,drowsy
12:00:31.274,0.0652,0.0306,0.0479,0.4024,drowsy
12:00:31.309,0.0444,0.0312,0.0378,0.4096,drowsy
12:00:31.338,0.0543,0.0306,0.0424,0.4167,drowsy
12:00:31.372,0.0718,0.0586,0.0652,0.4235,drowsy
12:00:31.401,0.0791,0.0549,0.0670,0.4302,drowsy
12:00:31.437,0.0932,0.1011,0.0972,0.4368,drowsy
12:00:31.488,0.1007,0.0809,0.0908,0.4432,drowsy
12:00:31.517,0.1067,0.0905,0.0986,0.4494,drowsy
12:00:31.548,0.1298,0.1282,0.1290,0.4556,drowsy
12:00:31.580,0.1718,0.1351,0.1535,0.4615,drowsy
12:00:31.615,0.1720,0.1498,0.1609,0.4674,drowsy
12:00:31.641,0.1554,0.1444,0.1499,0.4731,drowsy
12:00:31.676,0.1000,0.1342,0.1171,0.4787,drowsy
12:00:31.705,0.1104,0.1139,0.1122,0.4842,drowsy
12:00:31.742,0.1393,0.1402,0.1398,0.4896,drowsy
12:00:31.769,0.0890,0.1011,0.0950,0.4948,drowsy
12:00:31.801,0.0873,0.1118,0.0995,0.5000,drowsy
12:00:31.850,0.0981,0.1107,0.1044,0.5051,drowsy
12:00:31.881,0.0883,0.1149,0.1016,0.5100,drowsy
12:00:31.915,0.1100,0.1309,0.1205,0.5149,drowsy
12:00:31.948,0.1162,0.1216,0.1189,0.5196,drowsy
12:00:31.976,0.1302,0.1491,0.1397,0.5243,drowsy
12:00:32.010,0.1200,0.1414,0.1307,0.5288,drowsy
12:00:32.041,0.1259,0.1245,0.1252,0.5333,drowsy
12:00:32.073,0.1430,0.1258,0.1344,0.5377,drowsy
12:00:32.107,0.2378,0.2185,0.2281,0.5421,drowsy
12:00:32.136,0.2895,0.2979,0.2937,0.5370,drowsy
12:00:32.171,0.3046,0.3066,0.3056,0.5321,drowsy
12:00:32.218,0.3307,0.3136,0.3222,0.5273,drowsy
12:00:32.247,0.3345,0.3180,0.3262,0.5225,drowsy
12:00:32.280,0.3380,0.3180,0.3280,0.5179,drowsy
12:00:32.313,0.3273,0.3326,0.3300,0.5133,drowsy
12:00:32.345,0.3380,0.3247,0.3313,0.5088,drowsy
12:00:32.378,0.3333,0.3427,0.3380,0.5043,drowsy
12:00:32.411,0.3380,0.3492,0.3436,0.5000,drowsy
12:00:32.442,0.3391,0.3428,0.3410,0.4957,drowsy
12:00:32.474,0.3523,0.3427,0.3475,0.4915,drowsy
12:00:32.508,0.3401,0.3348,0.3374,0.4874,drowsy
12:00:32.540,0.3333,0.3427,0.3380,0.4833,drowsy
12:00:32.591,0.3307,0.3180,0.3244,0.4793,drowsy
12:00:32.621,0.3405,0.3285,0.3345,0.4754,drowsy
12:00:32.658,0.3200,0.3031,0.3115,0.4715,drowsy
12:00:32.688,0.3002,0.3031,0.3017,0.4677,drowsy
12:00:32.714,0.2838,0.2919,0.2879,0.4640,drowsy
12:00:32.747,0.3032,0.2921,0.2976,0.4603,drowsy
12:00:32.776,0.3100,0.2970,0.3035,0.4567,drowsy
12:00:32.812,0.2931,0.3003,0.2967,0.4531,drowsy
12:00:32.842,0.3032,0.2864,0.2948,0.4496,drowsy
12:00:32.874,0.3006,0.3003,0.3004,0.4462,drowsy
12:00:32.905,0.3132,0.3007,0.3069,0.4427,drowsy
12:00:32.938,0.3071,0.2809,0.2940,0.4394,drowsy
12:00:32.993,0.3005,0.2970,0.2988,0.4361,drowsy
12:00:33.018,0.3132,0.2970,0.3051,0.4328,drowsy
12:00:33.051,0.3033,0.2739,0.2886,0.4296,drowsy
12:00:33.080,0.2998,0.2696,0.2847,0.4265,drowsy
12:00:33.113,0.3004,0.2789,0.2896,0.4234,drowsy
12:00:33.148,0.2998,0.2805,0.2901,0.4203,drowsy
12:00:33.183,0.3004,0.3023,0.3014,0.4173,drowsy
12:00:33.208,0.3004,0.3064,0.3034,0.4143,drowsy
12:00:33.243,0.3200,0.2881,0.3040,0.4113,drowsy
12:00:33.276,0.2940,0.2856,0.2898,0.4085,drowsy
12:00:33.305,0.3069,0.2963,0.3016,0.4056,drowsy
12:00:33.353,0.3100,0.3144,0.3122,0.4028,drowsy
12:00:33.386,0.3101,0.3047,0.3074,0.4000,drowsy
12:00:33.417,0.3004,0.2922,0.2963,0.3973,drowsy
12:00:33.450,0.3104,0.3000,0.3052,0.3946,drowsy
12:00:33.481,0.3154,0.3003,0.3078,0.3919,drowsy
12:00:33.512,0.3200,0.3101,0.3150,0.3893,drowsy
12:00:33.546,0.3032,0.3000,0.3016,0.3867,drowsy
12:00:33.578,0.3231,0.3000,0.3115,0.3841,drowsy
12:00:33.612,0.3160,0.3141,0.3150,0.3816,drowsy
12:00:33.640,0.3231,0.3032,0.3131,0.3791,drowsy
12:00:33.674,0.3231,0.2913,0.3072,0.3766,drowsy
12:00:33.728,0.3200,0.2963,0.3081,0.3742,drowsy
