timestamp,ear_left,ear_right,ear_avg,perclos,status
13:16:59.827,0.1821,0.1356,0.1589,1.0000,drowsy
13:16:59.873,0.1774,0.1544,0.1659,1.0000,drowsy
13:16:59.895,0.1497,0.1213,0.1355,1.0000,drowsy
13:16:59.948,0.1644,0.1356,0.1500,1.0000,drowsy
13:16:59.971,0.1592,0.1178,0.1385,1.0000,drowsy
13:16:59.983,0.2080,0.1788,0.1934,1.0000,drowsy
13:17:00.033,0.1786,0.1597,0.1692,1.0000,drowsy
13:17:00.063,0.1770,0.1541,0.1655,1.0000,drowsy
13:17:00.116,0.2205,0.1789,0.1997,1.0000,drowsy
13:17:00.136,0.1592,0.1317,0.1455,1.0000,drowsy
13:17:00.162,0.1735,0.1825,0.1780,1.0000,drowsy
13:17:00.220,0.1456,0.1686,0.1571,1.0000,drowsy
13:17:00.245,0.1934,0.1500,0.1717,1.0000,drowsy
13:17:00.273,0.2173,0.2055,0.2114,1.0000,drowsy
13:17:00.302,0.1786,0.1934,0.1860,1.0000,drowsy
13:17:00.327,0.1934,0.1772,0.1853,1.0000,drowsy
13:17:00.357,0.1908,0.2080,0.1994,1.0000,drowsy
13:17:00.397,0.1735,0.1738,0.1736,1.0000,drowsy
13:17:00.428,0.1876,0.1644,0.1760,1.0000,drowsy
13:17:00.453,0.1824,0.1934,0.1879,1.0000,drowsy
13:17:00.514,0.1735,0.1738,0.1737,1.0000,drowsy
13:17:00.538,0.1452,0.1398,0.1425,1.0000,drowsy
13:17:00.566,0.1014,0.0794,0.0904,1.0000,drowsy
13:17:00.597,0.1627,0.1539,0.1583,1.0000,drowsy
13:17:00.630,0.1141,0.1040,0.1091,1.0000,drowsy
13:17:00.658,0.1014,0.0771,0.0892,1.0000,drowsy
13:17:00.689,0.1456,0.1263,0.1360,1.0000,drowsy
13:17:00.724,0.1454,0.1040,0.1247,1.0000,drowsy
13:17:00.764,0.1595,0.1398,0.1496,1.0000,drowsy
13:17:00.782,0.2080,0.2142,0.2111,1.0000,drowsy
13:17:00.825,0.1597,0.1457,0.1527,1.0000,drowsy
13:17:00.854,0.1597,0.1788,0.1693,1.0000,drowsy
13:17:00.884,0.1777,0.2079,0.1928,1.0000,drowsy
13:17:00.933,0.1772,0.1969,0.1870,1.0000,drowsy
13:17:00.957,0.2426,0.2544,0.2485,1.0000,drowsy
13:17:00.987,0.1878,0.1879,0.1879,1.0000,drowsy
13:17:01.011,0.2217,0.2540,0.2379,1.0000,drowsy
13:17:01.062,0.2568,0.2544,0.2556,0.9737,drowsy
13:17:01.083,0.2356,0.2370,0.2363,0.9744,drowsy
13:17:01.113,0.1963,0.2069,0.2016,0.9750,drowsy
13:17:01.167,0.2192,0.2355,0.2273,0.9756,drowsy
13:17:01.188,0.2494,0.2292,0.2393,0.9762,drowsy
13:17:01.211,0.2020,0.1970,0.1995,0.9767,drowsy
13:17:01.262,0.2543,0.2397,0.2470,0.9773,drowsy
13:17:01.287,0.1992,0.2255,0.2124,0.9778,drowsy
13:17:01.310,0.1889,0.2079,0.1984,0.9783,drowsy
13:17:01.364,0.1826,0.2001,0.1913,0.9787,drowsy
13:17:01.380,0.1963,0.1500,0.1732,0.9792,drowsy
13:17:01.419,0.2329,0.1965,0.2147,0.9796,drowsy
13:17:01.446,0.2161,0.2110,0.2136,0.9800,drowsy
13:17:01.479,0.1552,0.1934,0.1743,0.9804,drowsy
13:17:01.525,0.1826,0.1970,0.1898,0.9808,drowsy
13:17:01.542,0.1909,0.2292,0.2100,0.9811,drowsy
13:17:01.570,0.2102,0.2019,0.2061,0.9815,drowsy
13:17:01.616,0.1838,0.2225,0.2032,0.9818,drowsy
13:17:01.638,0.1689,0.1542,0.1615,0.9821,drowsy
13:17:01.688,0.1414,0.0904,0.1159,0.9825,drowsy
13:17:01.707,0.1176,0.0794,0.0985,0.9828,drowsy
13:17:01.736,0.1231,0.1145,0.1188,0.9831,drowsy
13:17:01.782,0.1509,0.0904,0.1206,0.9833,drowsy
13:17:01.806,0.1624,0.1263,0.1444,0.9836,drowsy
13:17:01.852,0.1676,0.1264,0.1470,0.9839,drowsy
13:17:01.882,0.2188,0.1916,0.2052,0.9841,drowsy
