timestamp,ear_left,ear_right,ear_avg,perclos,status
13:17:01.925,0.1687,0.1934,0.1811,0.9844,drowsy
13:17:01.940,0.1806,0.1878,0.1842,0.9846,drowsy
13:17:01.983,0.2131,0.2020,0.2076,0.9848,drowsy
13:17:02.003,0.1775,0.1965,0.1870,0.9851,drowsy
13:17:02.051,0.1990,0.1772,0.1881,0.9853,drowsy
13:17:02.078,0.2130,0.2728,0.2429,0.9855,drowsy
13:17:02.106,0.2156,0.2225,0.2190,0.9857,drowsy
13:17:02.136,0.2398,0.2442,0.2420,0.9859,drowsy
13:17:02.182,0.2472,0.2293,0.2382,0.9861,drowsy
13:17:02.193,0.2425,0.2586,0.2506,0.9726,drowsy
13:17:02.228,0.2265,0.2686,0.2476,0.9730,drowsy
13:17:02.278,0.2156,0.2370,0.2263,0.9733,drowsy
13:17:02.296,0.2426,0.2352,0.2389,0.9737,drowsy
13:17:02.343,0.2156,0.2300,0.2228,0.9740,drowsy
13:17:02.356,0.2400,0.2019,0.2210,0.9744,drowsy
13:17:02.393,0.2444,0.2543,0.2494,0.9747,drowsy
13:17:02.440,0.1964,0.2049,0.2007,0.9750,drowsy
13:17:02.469,0.1968,0.2252,0.2110,0.9753,drowsy
13:17:02.500,0.1964,0.2079,0.2022,0.9756,drowsy
13:17:02.543,0.1709,0.1416,0.1563,0.9759,drowsy
13:17:02.568,0.1944,0.2110,0.2027,0.9762,drowsy
13:17:02.598,0.1993,0.1772,0.1883,0.9765,drowsy
13:17:02.630,0.1827,0.1789,0.1808,0.9767,drowsy
13:17:02.674,0.1689,0.1738,0.1713,0.9770,drowsy
13:17:02.703,0.2022,0.2079,0.2051,0.9773,drowsy
13:17:02.730,0.2156,0.2303,0.2229,0.9775,drowsy
13:17:02.764,0.1827,0.1879,0.1853,0.9778,drowsy
13:17:02.806,0.1672,0.1356,0.1514,0.9780,drowsy
13:17:02.828,0.1456,0.1212,0.1334,0.9783,drowsy
13:17:02.875,0.1128,0.0930,0.1029,0.9785,drowsy
13:17:02.893,0.1113,0.1178,0.1145,0.9787,drowsy
13:17:02.944,0.1643,0.1457,0.1550,0.9789,drowsy
13:17:02.961,0.1263,0.1178,0.1220,0.9792,drowsy
13:17:03.006,0.1723,0.1500,0.1611,0.9794,drowsy
13:17:03.025,0.1511,0.1498,0.1504,0.9796,drowsy
13:17:03.063,0.1827,0.2191,0.2009,0.9798,drowsy
13:17:03.089,0.1553,0.1644,0.1598,0.9800,drowsy
